image_id,model,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE All,SPICE Obj,SPICE Rel,caption,t_load,t_embed,t_sys,t_img,t_usr,t_sample,tokens,mem_llm,mem_clip,mem_compute
74,MiniCPM-v2.6-Q5_K,0.8888888886913584,0.7453559923291194,0.42974399636106386,6.030725358915046e-05,0.2817949200771769,0.5893719806763285,0.9482809179633083,0.30769230769230765,0.4,0.0,A tired white dog rests on a cobblestone street.,2.135191716995905,20.58289447199786,1.7730138940023608,14.149717601998418,1.0698245929961558,1.9960977099981392,13,5184.87,996.02,630.02
2153,MiniCPM-v2.6-Q5_K,0.9230769230059173,0.7337993856465449,0.527587404866211,6.19042996042008e-05,0.3877318595495026,0.657935285053929,0.9827851576865807,0.27586206896551724,0.4615384615384615,0.0,A batter gets ready to swing at a pitch during a baseball game.,2.135191716995905,20.668145416006155,1.7685354330023983,14.161020017003466,1.0983244770031888,2.327165071001218,15,5184.87,996.02,630.02
4754,MiniCPM-v2.6-Q5_K,0.6999999998600002,0.5577733509080639,0.33879878553311354,4.854917716006407e-05,0.23113048162370592,0.5366568914956013,0.6020601316780814,0.16666666666666669,0.31578947368421056,0.10526315789473684,A group of zebras in a field with other animals.,2.135191716995905,20.515083836005942,1.766316139997798,14.158163568004966,1.0641522799996892,1.9660809830020298,13,5184.87,996.02,630.02
5205,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.9999999997708338,0.9499142513674551,0.8694417436747791,0.3846616756687479,0.7858293075684382,2.3959897977168003,0.3846153846153846,0.6,0.19999999999999998,A man and a young girl on a motorcycle.,2.135191716995905,20.60181914599525,1.7809552710023127,14.207261481002206,1.056817246004357,1.670294515999558,11,5184.87,996.02,630.02
5804,MiniCPM-v2.6-Q5_K,0.6249999999609376,0.4999999999677084,0.26137897926987813,3.423474955631502e-05,0.28667502873430806,0.49087982832618027,0.734758612535147,0.27586206896551724,0.46153846153846156,0.0,A laptop computer sits on a white wicker chair with a cat lounging in the background.,2.135191716995905,20.85197003599751,1.763390607004112,14.171956582998973,1.0669262610026635,3.0313459180033533,20,5184.87,996.02,630.02
7722,MiniCPM-v2.6-Q5_K,0.6666666665185187,0.4999999998854169,0.329316877925984,4.939382735892778e-05,0.34845203308619493,0.7134502923976607,1.2757013840714566,0.3333333333333333,0.6666666666666666,0.0,A black and white cat lounges in a sink.,2.135191716995905,20.499580514995614,1.7543113290012116,14.158247543004109,1.067500877994462,1.9234032349995687,12,5184.87,996.02,630.02
8612,MiniCPM-v2.6-Q5_K,0.5333333332977779,0.19518001457623005,1.4310092683999854e-06,3.95308837437499e-09,0.17821754655324465,0.4979591836734694,0.24952452958032947,0.10526315789473682,0.25,0.0,"A large, shaggy, brown cow with horns stands in a field, looking to the left.",2.135191716995905,20.514080821994867,1.7677206230000593,14.183484944995143,1.0642502990012872,3.434124311999767,22,5184.87,996.02,630.02
10092,MiniCPM-v2.6-Q5_K,0.8999999998200003,0.6324555319036713,0.3684031497859238,5.1697315384357014e-05,0.212965138535692,0.5313588850174217,0.8465283120413654,0.24390243902439024,0.4210526315789474,0.13333333333333336,A green canopy bed in a room with yellow walls.,2.135191716995905,20.541878308999003,1.7669548420017236,14.175540500997158,1.0616832859959686,1.8149555010022596,12,5184.87,996.02,630.02
12115,MiniCPM-v2.6-Q5_K,0.636363636247934,0.43693144867122347,2.7681823800578e-06,7.175852913353726e-09,0.2481175252585124,0.4803149606299213,0.6524709760955889,0.13793103448275862,0.30769230769230765,0.0,A man stands in front of a birdcage in a market.,2.135191716995905,22.755710508004995,1.960828778996074,15.68405455899483,1.2205121589940973,3.167005623996374,15,5184.87,996.02,630.02
12120,MiniCPM-v2.6-Q5_K,0.6923076922011837,0.5883484053221515,0.45533661740057985,0.37068663811774644,0.4180754170612371,0.5457798985982703,1.2031259398696925,0.3225806451612903,0.5454545454545454,0.2222222222222222,A woman in a pink dress is playing tennis on a blue court.,2.135191716995905,20.53382969499944,1.7645712539961096,14.116433351999149,1.0759364219993586,2.314554031996522,15,5184.87,996.02,630.02
12268,MiniCPM-v2.6-Q5_K,0.6999999998600002,0.48304589144035537,0.3078191250093701,4.51801001705643e-05,0.36077877502277533,0.6802973977695167,1.3301859282625679,0.21428571428571425,0.3636363636363636,0.0,A colorful purse is designed to look like a bus.,2.135191716995905,6.8247175450014765,1.7565154429976246,4.678075005998835,1.066268767004658,1.800182072998723,12,5184.87,996.02,630.02
13031,MiniCPM-v2.6-Q5_K,0.9999999997777782,0.9354143464791199,0.7937005257956488,0.6389431040881217,0.38231833226855394,0.7777777777777778,2.444956749173224,0.27586206896551724,0.5,0.0,A person riding a jet ski in the ocean.,2.135191716995905,20.490578625001945,1.7717653240033542,14.15867308700399,1.064453434002644,1.6749796340009198,11,5184.87,996.02,630.02
13721,MiniCPM-v2.6-Q5_K,0.8181818181074382,0.7006490496784906,0.546965507537804,0.4497332083533394,0.20445549341462854,0.5481386392811297,0.4526757469726808,0.125,0.3333333333333333,0.0,A woman is sitting on a bench with her legs crossed.,2.135191716995905,20.533262807999563,1.7725429639976937,14.159181903996796,1.0755868810010725,1.9621935620016302,13,5184.87,996.02,630.02
14592,MiniCPM-v2.6-Q5_K,0.6363636363057852,0.5640760747639226,0.4733525286343405,0.4035278637033205,0.3817470950909569,0.6724409448818898,2.585582567110669,0.33333333333333326,0.6666666666666665,0.0,A monkey with a bottle and a banana in its mouth.,2.135191716995905,20.533016583998688,1.756636931997491,14.088693524994596,1.0572885729998234,1.9724440649952157,13,5184.87,996.02,630.02
14600,MiniCPM-v2.6-Q5_K,0.4374999999726563,0.29580398913587685,0.23207944166512104,0.17609282677894467,0.24469009120603785,0.43990384615384615,1.1194015519650289,0.13793103448275862,0.3636363636363636,0.0,A painting of a person in a red shirt and black pants holding a green umbrella.,2.135191716995905,20.633796485999483,1.775540757997078,14.143916820998129,1.0626572970068082,2.7392792090031435,18,5184.87,996.02,630.02
16285,MiniCPM-v2.6-Q5_K,0.7999999998400004,0.5962847938773745,0.44628863329348356,0.3356891924299591,0.3908472597787719,0.6802973977695167,1.159249146061267,0.21428571428571427,0.3333333333333333,0.1818181818181818,A young man on a skateboard on a wet road.,2.135191716995905,6.810057406997657,1.764477637996606,4.71182152700203,1.0674475179985166,1.8270812629998545,12,5184.87,996.02,630.02
16327,MiniCPM-v2.6-Q5_K,0.6666666665185187,0.2886751345286584,2.283355701439328e-06,6.674094717389515e-09,0.2175403858572509,0.5570776255707762,0.543673095520676,0.17647058823529413,0.42857142857142855,0.0,People gather under a Hurley tent at a beach.,2.135191716995905,22.848274953001237,1.9821947219970752,15.85997070799931,1.2306127870033379,2.4823544879982364,12,5184.87,996.02,630.02
17364,MiniCPM-v2.6-Q5_K,0.7430381995735735,0.6552980968898172,0.4206832754429204,6.33783487450775e-05,0.29831011347146663,0.5700934579439253,1.93893236734255,0.2222222222222222,0.5454545454545454,0.0,People walking down the street with luggage.,2.135191716995905,23.147559759003343,1.942987540998729,15.769621785999334,1.2327419520006515,1.8899171570010367,9,5184.87,996.02,630.02
