image_id,model,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE All,SPICE Obj,SPICE Rel,caption,time
24755,llava-v1.5-7B-F16,0.5833333332847223,0.5149286504995761,0.43006931372929474,0.3066148709997289,0.23098526564255825,0.46212121212121204,1.4395554287020875,0.21428571428571427,0.28571428571428575,0.22222222222222224,A group of skiers wearing red and blue skiing down a slope.,70.69608780700946
92526,llava-v1.5-7B-F16,0.8668778995025025,0.791347633590941,0.6880414447805617,0.5154486829392567,0.4218183522166957,0.8356164383561644,1.8655015341697583,0.2666666666666667,0.33333333333333337,0.25,A giraffe eating leaves from a tree.,69.51362631598022
106335,llava-v1.5-7B-F16,0.6618726767729786,0.5003287149469438,0.3326781406642599,5.0489840121490154e-05,0.258899556151295,0.465648854961832,1.4380802058120854,0.2222222222222222,0.39999999999999997,0.0,A busy city street with cars and trucks.,72.79533217800781
119232,llava-v1.5-7B-F16,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.8801117365437668,0.44866133826684906,0.875,2.895000320701016,0.3,0.4444444444444445,0.0,A fighter jet is flying in the sky.,67.22105297099915
150365,llava-v1.5-7B-F16,0.6666666665185187,0.5773502690573166,0.45667114028786526,0.3549481055131488,0.31817190564329095,0.6256410256410255,1.0023810880523993,0.14285714285714285,0.36363636363636365,0.0,A giraffe is standing in a field of grass.,71.90818800599664
156740,llava-v1.5-7B-F16,0.9999999998888891,0.6123724356235007,3.769737205169569e-06,9.720654207743839e-09,0.2522740252861911,0.5213675213675214,0.8261840156403901,0.25,0.47058823529411764,0.0,A display of bread and pastries in a bakery.,75.25308982300339
158005,llava-v1.5-7B-F16,0.9999999997500004,0.8451542545096824,0.7094917057937421,0.6147881527768917,0.38435977337996763,0.8714285714285713,1.6563427941768725,0.2352941176470588,0.38095238095238093,0.2,A table with plates of food and silverware.,71.97916106498451
175102,llava-v1.5-7B-F16,0.8888888886913584,0.8164965807406125,0.575369582528176,0.42210681253297316,0.31604079419446723,0.5020576131687242,1.139253395214421,0.17647058823529413,0.25,0.0,A man eating a doughnut in a red shirt.,71.71249638401787
184590,llava-v1.5-7B-F16,0.7999999998400004,0.7302967431901053,0.5848035475185734,0.4111336168101766,0.3888008876925905,0.6802973977695167,2.4856195689881027,0.21428571428571425,0.4,0.2222222222222222,"A box full of vegetables including carrots, lettuce, and onions.",75.14198959901114
331627,llava-v1.5-7B-F16,0.08986579278749814,3.1772355737578207e-09,1.1477500776395998e-11,7.634297901288654e-13,0.18328978450695768,0.12577319587628866,0.07149224190453268,0.2857142857142857,0.4444444444444445,0.3076923076923077,Two men adjusting their ties.,51.313268653990235
370209,llava-v1.5-7B-F16,0.6514390573449302,0.46063697497288864,3.023712254269873e-06,8.191412480681348e-09,0.2224015361820442,0.4873501997336884,0.41585532475429887,0.1176470588235294,0.33333333333333337,0.0,A man is cooking in the kitchen.,71.95946919400012
393089,llava-v1.5-7B-F16,0.5833333332361111,0.32566947358395304,2.197107811108781e-06,5.859059369098998e-09,0.19803432062193949,0.2932692307692307,0.35492058723390085,0.06896551724137931,0.16666666666666666,0.0,A boy with a white tank top is smiling at the camera.,69.96434247400612
421169,llava-v1.5-7B-F16,0.8999999998200003,0.6324555319036713,0.3684031497859238,5.1697315384357014e-05,0.2248476499465591,0.5313588850174217,1.1349077124929825,0.13793103448275862,0.3333333333333333,0.0,A large red and white airplane is on the runway.,70.48315599400667
422918,llava-v1.5-7B-F16,0.9999999998000004,0.9428090413882642,0.822070691269181,0.6311969076838888,0.49243730979666855,0.9,3.920151366738579,0.3636363636363636,0.6,0.1818181818181818,A woman is sitting on a couch using a laptop.,66.00989477802068
434858,llava-v1.5-7B-F16,0.8888888887901236,0.7453559924119366,0.5414435071414103,0.4032989116198,0.30933345829224357,0.7299145299145299,2.0470880865524554,0.39999999999999997,0.5,0.4444444444444445,A vase with a bunch of flowers in it.,67.63039521398605
460053,llava-v1.5-7B-F16,0.4999999999000002,0.4082482903799455,0.27516060401620823,4.153509236293698e-05,0.27769419141166524,0.42508710801393734,0.4870808286652538,0.1,0.28571428571428575,0.0,Two people are laying on the toilet in a bathroom.,70.80054541799473
461774,llava-v1.5-7B-F16,0.7499999998125003,0.46291004976641537,0.3293168779153118,5.169731538105413e-05,0.23883483101116276,0.5,1.0000461066551698,0.14814814814814814,0.4444444444444444,0.0,A group of zebras standing in a field.,72.36163834499894
461953,llava-v1.5-7B-F16,0.5054422162587139,0.35018063953428713,0.26492666769567674,4.403288425543113e-05,0.29459019029655054,0.5147679324894514,0.8606894459695458,0.3478260869565218,0.5,0.33333333333333337,Two hot dogs on a plate.,69.26389463999658
500473,llava-v1.5-7B-F16,0.9999999997777782,0.9999999997708338,0.8939035348843251,0.7730551755025993,0.40567098853729283,0.6876006441223833,1.6576729324496804,0.32432432432432434,0.47058823529411764,0.16666666666666669,A grocery store with a large display of vegetables.,113.82679551100591
517687,llava-v1.5-7B-F16,0.6249999998437503,0.42257712725484126,0.3098990470369235,4.939382735714412e-05,0.2411439313553122,0.3860759493670886,1.0887309394169282,0.21428571428571427,0.2,0.0,Two cell phones with a keyboard on them.,63.04818783301744
24755,llava-v1.5-7B-Q5_K,0.4444444443456792,0.3333333332569446,0.25131581365004724,4.032989115749891e-05,0.1577602365481318,0.2946859903381642,0.4604671448706753,0.08,0.15384615384615385,0.0,Skiers wearing red and blue skiing down a slope.,40.883159093995346
92526,llava-v1.5-7B-Q5_K,0.9999999997500004,0.8451542545096824,0.6197980940738467,0.4671379775957057,0.4581915942552156,0.8714285714285713,1.771175418086913,0.1935483870967742,0.4615384615384615,0.0,A giraffe is eating leaves from a tree.,40.37969915999565
106335,llava-v1.5-7B-Q5_K,0.6618726767729786,0.5003287149469438,0.3326781406642599,5.0489840121490154e-05,0.258899556151295,0.465648854961832,1.4380802058120854,0.2222222222222222,0.39999999999999997,0.0,A busy city street with cars and trucks.,40.028359755000565
119232,llava-v1.5-7B-Q5_K,0.9999999997500004,0.9999999997410718,0.9999999997301591,0.8801117365437668,0.44866133826684906,0.875,2.895000320701016,0.3,0.4444444444444445,0.0,A fighter jet is flying in the sky.,40.25379641901236
150365,llava-v1.5-7B-Q5_K,0.6666666665185187,0.5773502690573166,0.45667114028786526,6.311969076663555e-05,0.3159496357864064,0.5213675213675214,0.8754275994085885,0.13793103448275862,0.36363636363636365,0.0,A giraffe stands in a field of tall grass.,40.21255147299962
156740,llava-v1.5-7B-Q5_K,0.8888888887901236,0.4714045207353799,3.166380838243339e-06,8.528733594472644e-09,0.19409155586747556,0.5213675213675214,0.520805435136799,0.25,0.47058823529411764,0.0,A display of breads and pastries in a bakery.,40.35791597800562
158005,llava-v1.5-7B-Q5_K,0.9999999997500004,0.8451542545096824,0.7094917057937421,0.6147881527768917,0.38435977337996763,0.8714285714285713,1.6563427941768725,0.2352941176470588,0.38095238095238093,0.2,A table with plates of food and silverware.,40.037525432999246
175102,llava-v1.5-7B-Q5_K,0.8888888886913584,0.8164965807406125,0.575369582528176,0.42210681253297316,0.31604079419446723,0.5020576131687242,1.139253395214421,0.17647058823529413,0.25,0.0,A man eating a donut in a red shirt.,40.64734667100129
184590,llava-v1.5-7B-Q5_K,0.7999999998400004,0.7302967431901053,0.5848035475185734,0.4111336168101766,0.3888008876925905,0.6802973977695167,2.4856195689881027,0.21428571428571425,0.4,0.2222222222222222,"A box full of vegetables including carrots, lettuce, and onions.",41.490017333009746
331627,llava-v1.5-7B-Q5_K,0.08986579278749814,3.1772355737578207e-09,1.1477500776395998e-11,7.634297901288654e-13,0.18328978450695768,0.12577319587628866,0.07149224190453268,0.2857142857142857,0.4444444444444445,0.3076923076923077,Two men adjusting their ties.,39.49578344199108
370209,llava-v1.5-7B-Q5_K,0.6514390573449302,0.46063697497288864,3.023712254269873e-06,8.191412480681348e-09,0.2224015361820442,0.4873501997336884,0.41585532475429887,0.1176470588235294,0.33333333333333337,0.0,A man is cooking in the kitchen.,39.70661317300983
393089,llava-v1.5-7B-Q5_K,0.5833333332361111,0.32566947358395304,2.197107811108781e-06,5.859059369098998e-09,0.19803432062193949,0.2932692307692307,0.35492058723390085,0.06896551724137931,0.16666666666666666,0.0,A boy with a white tank top is smiling at the camera.,40.60107122498448
421169,llava-v1.5-7B-Q5_K,0.6441233938804958,0.4919573682190146,0.33133470859910874,5.112863129953035e-05,0.2367713889588766,0.6112224448897796,0.9253241057687299,0.23076923076923075,0.3636363636363636,0.0,A large airplane is on the runway.,40.14068235899322
422918,llava-v1.5-7B-Q5_K,0.9999999998000004,0.9428090413882642,0.822070691269181,0.6311969076838888,0.49243730979666855,0.9,3.920151366738579,0.3636363636363636,0.6,0.1818181818181818,A woman is sitting on a couch using a laptop.,40.65894849298638
434858,llava-v1.5-7B-Q5_K,0.5833333332847223,0.32566947361109216,2.1971078112918733e-06,5.859059369587253e-09,0.19470788798824123,0.3696969696969697,0.6748037577677293,0.22222222222222218,0.4444444444444445,0.2,A vase with a purple flower and a cat in the background.,41.32662591399276
460053,llava-v1.5-7B-Q5_K,0.4999999999000002,0.4082482903799455,0.27516060401620823,4.153509236293698e-05,0.27769419141166524,0.42508710801393734,0.4870808286652538,0.1,0.28571428571428575,0.0,Two people are laying on the toilet in a bathroom.,41.369990884006256
461774,llava-v1.5-7B-Q5_K,0.7499999998125003,0.46291004976641537,0.3293168779153118,5.169731538105413e-05,0.23883483101116276,0.5,1.0000461066551698,0.14814814814814814,0.4444444444444444,0.0,A group of zebras standing in a field.,40.06656925199786
461953,llava-v1.5-7B-Q5_K,0.5054422162587139,0.35018063953428713,0.26492666769567674,4.403288425543113e-05,0.29459019029655054,0.5147679324894514,0.8606894459695458,0.3478260869565218,0.5,0.33333333333333337,Two hot dogs on a plate.,39.45452529998147
500473,llava-v1.5-7B-Q5_K,0.9999999997777782,0.9999999997708338,0.8939035348843251,0.7730551755025993,0.40567098853729283,0.6876006441223833,1.6576729324496804,0.32432432432432434,0.47058823529411764,0.16666666666666669,A grocery store with a large display of vegetables.,46.76101060101064
517687,llava-v1.5-7B-Q5_K,0.8999999998200003,0.774596669082261,0.6694329499402253,0.5988059641008373,0.3012959453433873,0.7701402805611223,1.9981775922239016,0.3333333333333333,0.5454545454545454,0.2,Two Nokia phones are side by side on a table.,40.98755312801222
24755,llava-v1.5-7B-Q2_K,0.8888888886913584,0.8164965807406125,0.7249202484964744,0.596949179054208,0.2558944617976744,0.5893719806763285,2.1390868233450746,0.3076923076923077,0.42857142857142855,0.22222222222222224,A group of skiers are skiing down a hill.,30.60834282299038
92526,llava-v1.5-7B-Q2_K,0.7165313103349458,0.6408850871556931,0.527944783386671,7.699630012415168e-05,0.33520678036654417,0.8356164383561644,1.6434097589020524,0.14285714285714288,0.33333333333333337,0.0,A giraffe eating from a tree.,29.829795617988566
106335,llava-v1.5-7B-Q2_K,0.772184789568475,0.6240195440321152,0.3854660270400832,5.6386531026519244e-05,0.258899556151295,0.465648854961832,1.4846550119260589,0.2777777777777778,0.5333333333333333,0.0,A busy city street with lots of cars.,30.029784318001475
119232,llava-v1.5-7B-Q2_K,0.7499999998125003,0.5669467093670424,0.4749571256683354,6.80374933124145e-05,0.19547135365800264,0.5446428571428571,1.1207452531159565,0.21052631578947367,0.22222222222222224,0.0,A fighter jet is shown in a mirror.,30.25804878800409
150365,llava-v1.5-7B-Q2_K,0.6666666665185187,0.5773502690573166,0.45667114028786526,6.311969076663555e-05,0.3159496357864064,0.5213675213675214,0.8754275994085885,0.13793103448275862,0.36363636363636365,0.0,A giraffe stands in a field of tall grass.,30.304034055006923
156740,llava-v1.5-7B-Q2_K,0.5971094252791215,0.29252268250319813,2.4840753121332403e-06,7.778610910179157e-09,0.10895981783194228,0.3588235294117647,0.33389314673112636,0.19999999999999998,0.375,0.0,A display of breads and pastries.,30.00838615797693
158005,llava-v1.5-7B-Q2_K,0.9999999997500004,0.7559289458227232,0.57536958250953,0.4417918225578522,0.3040690586358266,0.7624999999999998,1.2875702903662658,0.19607843137254902,0.38095238095238093,0.1,A table with plates of food and drinks.,30.32408141801716
175102,llava-v1.5-7B-Q2_K,0.4390493086996017,0.4251076651787314,3.2094699162731974e-06,9.759404319474796e-09,0.14487090682637838,0.38791732909379967,0.46155143590781555,0.06666666666666667,0.13333333333333336,0.0,A man eating a doughnut.,29.927866506011924
184590,llava-v1.5-7B-Q2_K,0.5488116358745021,0.5488116358607817,0.47943112389063747,0.41700666558788624,0.3247875416606277,0.7384987893462469,2.8699570913171364,0.18181818181818182,0.5,0.0,A box full of vegetables.,29.788636936980765
331627,llava-v1.5-7B-Q2_K,1.0735389898008262e-16,1.1595546370745083e-16,1.2642785332855274e-16,1.3958734299260755e-16,0.05540902364166988,0.0,0.0,0.14814814814814817,0.4444444444444445,0.0,Two men fixing each other's ties.,30.015198748995317
370209,llava-v1.5-7B-Q2_K,0.42784759905121095,0.29642151177628173,2.2425558264055903e-06,6.628186502891176e-09,0.18059778616596456,0.3360881542699724,0.3022046498634763,0.0588235294117647,0.16666666666666669,0.0,A man is smiling while cooking.,29.968579533015145
393089,llava-v1.5-7B-Q2_K,0.5515605639774822,0.26369638633624565,2.170651479684559e-06,6.518210331440214e-09,0.11472897194069713,0.3070469798657718,0.4392804523181907,0.07142857142857144,0.16666666666666666,0.0,A boy with a smile on his face.,30.039256357005797
421169,llava-v1.5-7B-Q2_K,0.5054422162587139,0.35018063953428713,0.26492666769567674,4.403288425543113e-05,0.13394187672967997,0.3860759493670886,0.7555874717681897,0.16,0.3636363636363636,0.0,A plane is on the runway.,30.017499806999695
422918,llava-v1.5-7B-Q2_K,0.8888888886913584,0.8164965807406125,0.7249202484964744,0.596949179054208,0.41483331039986276,0.8341880341880341,2.8072672482269367,0.2857142857142857,0.6,0.0,A woman sitting on a couch with a laptop.,30.139190852991305
434858,llava-v1.5-7B-Q2_K,0.8749999997812503,0.7071067810034577,4.367902322502858e-06,1.1362193661452328e-08,0.24407795610693142,0.5446428571428571,1.2877613592265436,0.25,0.5714285714285715,0.22222222222222224,A vase with a flower arrangement in it.,30.085924636980053
460053,llava-v1.5-7B-Q2_K,0.3032653297552284,0.27124875701611134,0.22344780544407544,3.875385823806996e-05,0.19962314233768827,0.3860759493670886,0.4979200197327357,0.1,0.25,0.0,Two people sleeping in a bathroom.,30.02178680099314
461774,llava-v1.5-7B-Q2_K,0.6666666665185187,0.40824829037030635,0.28768479126408814,4.463236136748592e-05,0.2323013553907966,0.4756335282651072,0.8582552864964768,0.07407407407407407,0.2222222222222222,0.0,A group of zebras standing together in a field.,30.374808485998074
461953,llava-v1.5-7B-Q2_K,0.5054422162587139,0.35018063953428713,0.26492666769567674,4.403288425543113e-05,0.29459019029655054,0.5147679324894514,0.8606894459695458,0.3478260869565218,0.5,0.33333333333333337,Two hot dogs on a plate.,29.77801841899054
500473,llava-v1.5-7B-Q2_K,0.9999999997500004,0.9258200995328305,0.753947440925708,0.5410822689004724,0.24530360196822065,0.5820610687022901,1.5302453638186724,0.2222222222222222,0.375,0.0,A grocery store with a large produce section.,29.366140358994016
517687,llava-v1.5-7B-Q2_K,0.8668778995025025,0.791347633590941,0.6880414447805617,0.5154486829392567,0.3001200794755329,0.6288659793814433,1.8900445199850262,0.28571428571428575,0.4,0.0,Two cell phones are side by side.,29.934047314018244
24755,MobileVLM-1.7B-F16,0.7777777776049386,0.6236095643194133,0.4807498566549901,6.55996556926105e-05,0.2393224570237304,0.5893719806763285,1.279161477641387,0.14814814814814814,0.28571428571428575,0.0,A group of people skiing down a snowy hill.,6.483330496004783
92526,MobileVLM-1.7B-F16,0.9090909089256201,0.7385489457383579,0.4948976030651392,0.35084396949451946,0.43956591969199543,0.768503937007874,1.5411267789223277,0.18181818181818182,0.4285714285714285,0.0,A giraffe is eating leaves from a tree in a zoo.,6.5262248829967575
106335,MobileVLM-1.7B-F16,0.5999999998800002,0.516397779388174,0.32182979480030366,4.671379776255505e-05,0.20778995314868892,0.4,0.9318884021671519,0.2352941176470588,0.42857142857142855,0.2,A car is driving down a street in a city.,6.937674929002242
119232,MobileVLM-1.7B-F16,0.5624999999648439,0.5123475382648909,0.48274469227053624,0.36271021887699756,0.3487200102217785,0.5801630434782609,0.9733656974749807,0.2727272727272727,0.4,0.0,A fighter jet is flying in the air and appears to be reflecting off a mirror.,7.299404721998144
150365,MobileVLM-1.7B-F16,0.7499999998125003,0.7319250545218838,0.7094917057937421,0.6803749331241451,0.35919818272395,0.6535714285714286,1.4069168252290316,0.27586206896551724,0.5,0.22222222222222224,A giraffe standing in a field of grass.,6.447580665000714
156740,MobileVLM-1.7B-F16,0.5999999998800002,0.2581988896940871,2.0274006647612524e-06,5.873949093408464e-09,0.1166495497461145,0.4,0.32413771517157974,0.12121212121212122,0.25,0.0,"A display of various baked goods, including a teddy bear.",6.366350361000514
158005,MobileVLM-1.7B-F16,0.6666666666222223,0.37796447298312974,2.2232392575468417e-06,5.501034141770606e-09,0.1938113896359928,0.5707602339181287,0.17687423296093352,0.11320754716981131,0.2608695652173913,0.0,"A table with a bowl of food, a cup, a spoon, and a wine glass.",8.179388913995354
175102,MobileVLM-1.7B-F16,0.818181818033058,0.7006490496147952,0.5469655074880799,0.3781790426904952,0.2961164832561204,0.5454545454545454,1.0219267342733924,0.125,0.25,0.0,A man is eating a donut while sitting at a table.,6.5471238660029485
184590,MobileVLM-1.7B-F16,0.7272727272066117,0.6605782590127613,0.4594222376755416,5.900468725762905e-05,0.3342172497247408,0.4803149606299213,1.3019363930619254,0.32000000000000006,0.5,0.2857142857142857,A box of fresh vegetables is displayed in a cardboard box.,7.351588361001632
331627,MobileVLM-1.7B-F16,0.36363636357024803,0.19069251781358043,1.5927279407538764e-06,4.740604258941092e-09,0.1481401875601122,0.32317880794701986,0.2210521403854387,0.14285714285714285,0.4,0.0,A man and a woman are getting dressed for a wedding.,7.980563949997304
370209,MobileVLM-1.7B-F16,0.5294117646747406,0.40674460838530657,0.22259604833645616,2.9792440366740352e-05,0.26898757879317114,0.4457978075517661,0.3813044362802001,0.15789473684210525,0.4285714285714285,0.0,"A man is cooking in a kitchen, and he is using a spoon to stir a pot.",7.123496193002211
393089,MobileVLM-1.7B-F16,0.6428571428112246,0.44474958996367114,0.32064658638696786,0.23397625977074205,0.32517090948390215,0.543026706231454,0.9497669432547386,0.2580645161290322,0.42857142857142855,0.13333333333333333,A boy is looking at a plate of food with a fork and knife.,7.444677006002166
421169,MobileVLM-1.7B-F16,0.7777777776049386,0.5400617247435577,3.46680637093004e-06,9.128709289493235e-09,0.3453026111002615,0.6666666666666666,0.9602350802607531,0.23076923076923075,0.3636363636363636,0.0,A large airplane is taking off from the runway.,6.261892185997567
